region,category,parameter,mode,powertrain,year,value,unit_GWh,unit_Milion barrels per day,"unit_Oil displacement, million lge",unit_Vehicles,unit_charging points,unit_percent
China,Projection-STEPS,EV sales,Cars,BEV,2020,920000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,PHEV,2020,220000.0,0,0,0,1,0,0
China,Historical,EV sales,Cars,PHEV,2020,220000.0,0,0,0,1,0,0
China,Historical,EV sales,Cars,BEV,2020,920000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,BEV,2020,920000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,PHEV,2020,220000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,PHEV,2021,550000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,BEV,2021,2700000.0,0,0,0,1,0,0
China,Historical,EV sales,Cars,BEV,2021,2700000.0,0,0,0,1,0,0
China,Historical,EV sales,Cars,PHEV,2021,550000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,PHEV,2021,550000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,BEV,2021,2700000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,BEV,2022,4400000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,PHEV,2022,1500000.0,0,0,0,1,0,0
China,Historical,EV sales,Cars,PHEV,2022,1500000.0,0,0,0,1,0,0
China,Historical,EV sales,Cars,BEV,2022,4400000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,BEV,2022,4400000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,PHEV,2022,1500000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,BEV,2025,7900000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,PHEV,2025,1800000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,BEV,2025,7900000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,PHEV,2025,1800000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,BEV,2030,12000000.0,0,0,0,1,0,0
China,Projection-APS,EV sales,Cars,PHEV,2030,1300000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,BEV,2030,13000000.0,0,0,0,1,0,0
China,Projection-STEPS,EV sales,Cars,PHEV,2030,1600000.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2011,2.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2011,420.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2012,490.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2012,12.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2013,10.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2013,500.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2014,1600.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2014,90.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2015,420.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2015,4300.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2016,1300.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2016,570.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2017,620.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2017,710.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2018,1500.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2018,3100.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2019,3900.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2019,5500.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2020,14000.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2020,18000.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2021,40000.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2021,25000.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,BEV,2022,31000.0,0,0,0,1,0,0
Denmark,Historical,EV sales,Cars,PHEV,2022,26000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2010,9.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2010,1400.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2011,6700.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2011,380.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2012,7300.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2012,12000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2013,21000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2013,24000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2014,24000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2014,32000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2015,70000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2015,49000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2016,53000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2016,65000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2017,86000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2017,84000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2018,130000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2018,110000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2019,140000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2019,250000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2020,540000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2020,510000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2021,870000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2021,880000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,BEV,2022,1100000.0,0,0,0,1,0,0
EU27,Historical,EV sales,Cars,PHEV,2022,880000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2010,30.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2010,2000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2011,10000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2011,430.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2012,9000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2012,18000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2013,33000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2013,26000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2014,34000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2014,62000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2015,88000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2015,100000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2016,120000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2016,92000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2017,140000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2017,160000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2018,190000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2018,200000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2019,360000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2019,210000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2020,630000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2020,750000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,BEV,2020,750000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,PHEV,2020,630000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,BEV,2020,750000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,PHEV,2020,630000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,PHEV,2021,1100000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,BEV,2021,1200000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,PHEV,2021,1100000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,BEV,2021,1200000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2021,1200000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2021,1100000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,PHEV,2022,1000000.0,0,0,0,1,0,0
Europe,Historical,EV sales,Cars,BEV,2022,1600000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,BEV,2022,1600000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,PHEV,2022,1000000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,BEV,2022,1600000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,PHEV,2022,1000000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,BEV,2025,3400000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,PHEV,2025,1900000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,BEV,2025,3300000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,PHEV,2025,1900000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,BEV,2030,7000000.0,0,0,0,1,0,0
Europe,Projection-STEPS,EV sales,Cars,PHEV,2030,2600000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,BEV,2030,7600000.0,0,0,0,1,0,0
Europe,Projection-APS,EV sales,Cars,PHEV,2030,2700000.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2011,30.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2012,130.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2012,51.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2013,50.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2013,170.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2014,260.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2014,180.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2015,240.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2015,420.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2016,1200.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2016,220.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2017,500.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2017,2600.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2018,4900.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2018,780.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2019,1900.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2019,6000.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2020,13000.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2020,4200.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2021,10000.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2021,20000.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,PHEV,2022,16000.0,0,0,0,1,0,0
Finland,Historical,EV sales,Cars,BEV,2022,15000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2010,190.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2011,96.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2011,2600.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2012,5700.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2012,600.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2013,830.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2013,8800.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2014,11000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2014,2100.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2015,5700.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2015,17000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2016,22000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2016,7400.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2017,12000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2017,25000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2018,31000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2018,15000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2019,43000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2019,19000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2020,75000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2020,110000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2021,160000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2021,140000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,PHEV,2022,130000.0,0,0,0,1,0,0
France,Historical,EV sales,Cars,BEV,2022,210000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2010,140.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2011,240.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2011,1400.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2012,2200.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2012,1200.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2013,1600.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2013,5200.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2014,9100.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2014,4400.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2015,11000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2015,12000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2016,11000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2016,13000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2017,29000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2017,25000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2018,36000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2018,31000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2019,45000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2019,63000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2020,190000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2020,200000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2021,330000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2021,360000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,BEV,2022,470000.0,0,0,0,1,0,0
Germany,Historical,EV sales,Cars,PHEV,2022,360000.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2013,3.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2014,39.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2015,35.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2015,22.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2016,56.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2016,41.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2017,50.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2017,140.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2018,210.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2018,88.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2019,190.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2019,290.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2020,1500.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2020,680.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2021,2200.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2021,4800.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,PHEV,2022,5500.0,0,0,0,1,0,0
Greece,Historical,EV sales,Cars,BEV,2022,2800.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2012,17.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2012,9.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2013,23.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2013,80.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2014,200.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2014,29.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2015,170.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2015,390.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2016,380.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2016,780.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2017,2200.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2017,850.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2018,780.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2018,2900.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2019,1700.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2019,910.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2020,2600.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2020,2400.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2021,4900.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2021,4300.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,BEV,2022,6900.0,0,0,0,1,0,0
Iceland,Historical,EV sales,Cars,PHEV,2022,5000.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2010,450.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2011,1400.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2012,190.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2013,410.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2014,1000.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2015,450.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2016,730.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2017,920.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2018,920.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,PHEV,2019,7.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2019,680.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,BEV,2020,3100.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,PHEV,2020,43.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,BEV,2020,3100.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,PHEV,2020,43.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2020,3100.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,PHEV,2020,43.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,PHEV,2021,50.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2021,12000.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,PHEV,2021,50.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,BEV,2021,12000.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,PHEV,2021,50.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,BEV,2021,12000.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,BEV,2022,48000.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,PHEV,2022,23.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,BEV,2022,48000.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,PHEV,2022,23.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,BEV,2022,48000.0,0,0,0,1,0,0
India,Historical,EV sales,Cars,PHEV,2022,23.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,BEV,2025,340000.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,PHEV,2025,9400.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,BEV,2025,260000.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,PHEV,2025,5200.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,BEV,2030,910000.0,0,0,0,1,0,0
India,Projection-STEPS,EV sales,Cars,PHEV,2030,10000.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,BEV,2030,1900000.0,0,0,0,1,0,0
India,Projection-APS,EV sales,Cars,PHEV,2030,21000.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2011,3.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2012,600.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2012,1.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2013,17.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2013,460.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2014,6.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2014,52.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2015,65.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2015,3.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2016,5.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2016,63.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2017,1500.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2017,130.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2018,130.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2018,3600.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2019,3900.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2019,850.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2020,1500.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2020,5400.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2021,13000.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2021,11000.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,BEV,2022,27000.0,0,0,0,1,0,0
Israel,Historical,EV sales,Cars,PHEV,2022,16000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2010,40.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2011,110.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2012,460.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2013,180.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2013,860.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2014,1000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2014,340.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2015,740.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2015,1500.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2016,1400.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2016,1300.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2017,2900.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2017,2000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2018,5000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2018,4700.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2019,6500.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2019,11000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2020,33000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2020,27000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2021,71000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2021,67000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,BEV,2022,49000.0,0,0,0,1,0,0
Italy,Historical,EV sales,Cars,PHEV,2022,65000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2010,2400.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2011,13000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2011,15.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2012,11000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2012,13000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2013,15000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2013,14000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2014,16000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2014,16000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2015,10000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2015,14000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2016,9400.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2016,15000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,BEV,2017,18000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2017,36000.0,0,0,0,1,0,0
Japan,Historical,EV sales,Cars,PHEV,2018,23000.0,0,0,0,1,0,0
